,"39.300,00",Foco Black,Actualizando,Detenido,Evento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DETENIDO,Imagina,Smart La Florida,La Florida,Vicuña Mackenna Poniente 6689,Inmediata,,A+,"3,50%","1,75%","3,5% a la escritura. Se paga al mes Subsiguiente de la firma.",SI,"10,00%","10,00%","0,00%","17,00%",60,0,"0,00%",60,"10,00%",0,"0,00%",UF3.298,$0,$216.022,$0,$100.000,N/A,NO,"

Descuento considera pago del pie hasta en 60 cuotas creditu

Revisar tasacion para bono pie

Pago del pie:

Diferencia de pie hasta en 60 cuotas con creditú.
ó
Diferencia de pie hasta en 24 cuotas sin interés con TC con Getnet (Si va sin creditú, sumar un 5% de descuento)


Otras condiciones y descuentos revisar drive de la inmobiliaria.","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [330 - 400],UF [65 - 200],SI,
OK,Imagina,Smart Montemar,Concón,Av. Francisco Soza Cousiño 455,2S2025,,A+,"3,50%","1,75%",Al mes subsiguiente de la firma de promesa.,SI,"5,00%","10,00%","0,00%","21,00%",1,1,"10,00%",0,"0,00%",24,"5,00%",UF5.514,$21.669.784,$0,$451.454,$100.000,N/A,NO,"Revisar tasacion para bono pie


Pago del Pie:

10% de pie en cuotas 

5% de cuotón en 24 cuotas sin interés con TC con Getnet


Otras condiciones y descuentos revisar drive de la inmobiliaria.","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [340 - 420],UF [60 - 105],SI,
OK,Imagina,Smart Too,Ñuñoa,"Pedro de Oña 55, Ñuñoa",Inmediata,,A+,"3,50%","1,75%","3,5% a la escritura. Se paga al mes Subsiguiente de la firma.",SI,"10,00%","10,00%","0,00%","16,00%",60,0,"0,00%",60,"10,00%",0,"0,00%",UF3.469,$0,$227.212,$0,$100.000,N/A,NO,"

Descuento considera pago del pie hasta en 60 cuotas creditu

Revisar tasacion para bono pie

Pago del pie:

10% de pie hasta en 60 cuotas con creditú.
pie restante hasta en 24 cuotas sin interés con TC con Getnet (Si va sin creditú, sumar un 5% de descuento)

Otras condiciones y descuentos revisar drive de la inmobiliaria.","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [420 - 485],UF [70 - 125],SI,
OK,Imagina,Smart Vicuña Torre A,San Joaquín,Vicuña Mackenna 3897,Inmediata,,A+,"3,50%","1,75%","3,5% a la escritura. Se paga al mes Subsiguiente de la firma.",SI,"10,00%","10,00%","0,00%","28,00%",60,0,"0,00%",60,"10,00%",0,"0,00%",UF3.239,$0,$212.126,$0,$100.000,N/A,NO,"
Descuento considera el pago del pie hasta en 60 cuotas creditu

Revisar tasacion para bono pie

Pago del pie:

Diferencia de pie hasta en 60 cuotas con creditú.
ó
Diferencia de pie hasta en 24 cuotas con TC sin interés con Getnet (Si va sin creditú, sumar un 5% de descuento


Otras condiciones y descuentos revisar drive de la inmobiliaria.","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [350 - 380],UF [65 - 120],SI,
OK,Imagina,Smart Vicuña Torre B,San Joaquín,Vicuña Mackenna 3897,Inmediata,,A+,"3,50%","1,75%","3,5% a la escritura. Se paga al mes Subsiguiente de la firma.",SI,"10,00%","10,00%","0,00%","28,00%",60,0,"0,00%",60,"10,00%",0,"0,00%",UF3.228,$0,$211.410,$0,$100.000,N/A,NO,"
Descuento del considera el pago del pie hasta en 60 cuotas creditu

Revisar tasacion para bono pie

Pago del pie:

Diferencia de pie hasta en 60 cuotas con creditú.
ó
Diferencia de pie hasta en 24 cuotas con TC sin interés con Getnet (Si va sin creditú, sumar un 5% de descuento

Otras condiciones y descuentos revisar drive de la inmobiliaria.","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF 350-380,[65 - 120],SI,
OK,Imagina,Style Ñuñoa,Ñuñoa,Eduardo Castillo Velasco 2958,Inmediata,,A+,"3,50%","1,75%","3,5% a la escritura. Se paga al mes Subsiguiente de la firma.",,"10,00%","10,00%","0,00%","20,00%",60,0,"0,00%",60,"10,00%",0,"0,00%",UF7.518,$0,$492.435,$0,$100.000,N/A,NO,"Pago pie:

10% Bono Pie

10% en 60 cuotas con creditú

PROMOCIÓN 🤩

Por este mes creditú no consume descuento
Dptos de 3D tienen 24% de dctro NO como otras tipologías","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF 400 Pocas unidades,UF 80-150 Pocas unidades,SI,
OK,Imagina,Urban Life,Las Condes,Las Azaleas 44,1S2028,,A+,"3,50%","1,75%",Al mes subsiguiente de la firma de promesa.,SI,"5,00%","15,00%","0,00%","10,00%",27,27,"10,00%",0,"0,00%",24,"5,00%",UF5.964,$868.047,$0,$488.276,$100.000,N/A,NO,"Revisar tasacion para bono pie

Pago del Pie:

10% de pie en cuotas antes de entrega

5% de cuotón en 24 cuotas sin interés con TC con Getnet

Otras condiciones y descuentos revisar drive de la inmobiliaria.","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [460 - 550],UF [55 - 125],SI,
OK,Imagina,Urban Ñuñoa,Ñuñoa,Av. Irarrázaval 1593,1S2028,,A+,"3,50%","1,75%",Al mes subsiguiente de la firma de promesa.,SI,"5,00%","10,00%","0,00%","15,00%",20,20,"10,00%",0,"0,00%",24,"5,00%",UF3.729,$732.800,$0,$305.333,$100.000,N/A,NO,"Revisar tasacion para bono pie

Pago del Pie:

10% de pie en cuotas 

5% de cuotón en 24 cuotas sin interés con TC con Getnet 


Otras condiciones y descuentos revisar drive de la inmobiliaria.","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",[380 - 420],[55 - 95],SI,
OK,Imagina,Walker Town,La Florida,Walker Martínez 725,2S2026,,A+,"3,50%","1,75%",Al mes subsiguiente de la firma de promesa.,SI,"5,00%","10,00%","0,00%","21,00%",9,9,"10,00%",0,"0,00%",24,"5,00%",UF3.002,$1.310.773,$0,$245.770,$100.000,N/A,NO,"Revisar tasacion para bono pie


Opcion 1:
10% en cuotas antes de entrega
5% de cuotón en 24 cuotas sin interés con TC con Getnet

Opcion 2:
10% en 60 cuotas con creditu
5% de cuotón en 24 cuotas sin interés con TC con Getnet

Máximo el 10% o 700 UF en 60 cuotas con Creditu. 

Si el cliente no va con las 60 cuotas Creditu, podemos hacerle 5% más de descuento.

Otras condiciones y descuentos revisar drive de la inmobiliaria.","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ","UF 400
Pocas unidades",[55 - 140],Si,
OK,Ingevec,Abdon Cifuentes,Santiago,Abdon cifuentes 90,1S2028,Ingevec,B,"3,00%","1,50%",N/A,SI,"9,00%","11,00%","0,00%","0,00%",67,31,"6,00%",36,"5,00%",0,"0,00%",UF3.125,$237.702,$170.573,$0,$100.000,N/A,SI,"9% Bono pie
6% antes de entrega
5% con crédito directo
","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [290 - 380],UF [68 - 204],NO,NO
OK,Ingevec,Bellavista,La Florida,Bellavista 7150,Inmediata,Ingevec,B,"4,00%","2,00%",0% a la promesa / 4% a la escritura,SI,"10,00%","2,00%","3,00%","0,00%",0,0,"0,00%",0,"0,00%",18,"2,00%",UF2.623,$0,$0,$114.538,$ 100.000,N/A,SI,"Up Front del 3% al contado

10% Bono Pie

2% cuotón con TC 

Todos los dptos pueden optar  estacionamiento y bodega.

Bono pie  NO APLICA para estacionamientos y bodegas.

","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [390 - 430],UF [98 - 114],NO,NO
OK,Ingevec,Brasil,Santiago,Brasil 1290,1S2029,Ingevec,A+,"3,00%","1,50%",N/A,SI,"8,00%","12,00%","0,00%","3,00%",75,39,"7,00%",36,"5,00%",0,"0,00%",UF2.700,$190.488,$147.401,$0,$100.000,N/A,SI,"8% Bono pie
3% dcto
7% antes de entrega
5% crédito dirécto","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [310 - 340],UF [49 - 135],NO,NO
OK,Ingevec,Centenario I,Santiago,San Diego 2381,Inmediata,Ingevec,B,"4,00%","2,00%",0% a la promesa / 4% a la escritura,SI,"15,00%","2,00%","3,00%","0,00%",0,0,"0,00%",0,"0,00%",18,"2,00%",UF2.290,$0,$0,$99.997,$ 100.000,N/A,SI,"

Bono Pie 15%
Upfront 3%
2% cuoton


Todos los dptos pueden optar estacionamiento y bodega

Bono pie NO APLICA para estacionamientos y bodegas.

","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF 400,UF [48 - 127],NO,NO
OK,ingevec,Coronel Godoy,Estación Central,Coronel Godoy 149,2S2028,Ingevec,B,"3,00%","1,50%",N/A,SI,"15,00%","5,00%","0,00%","0,00%",35,35,"5,00%",0,"0,00%",0,"0,00%",UF2.373,$133.206,$0,$0,$100.000,N/A,SI,"15% Bono pie

5% de pie en cuotas","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF 250,UF 30 - 68,NO,NO
OK,Ingevec,Diagonal Paraguay,Santiago,Diagonal Paraguay 240,2S2027,Ingevec,B,"3,00%","1,50%",N/A,SI,"5,00%","15,00%","0,00%","0,00%",25,25,"15,00%",0,"0,00%",,"5,00%",UF3.354,$790.977,$0,$0,$ 100.000,N/A,SI,"5% Bono Pie
15% de Pie antes de entrega en cuotas con TOKU 

Todos los dptos pueden optar a  estacionamiento y bodega.","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [480 - 520],UF [75 - 145],NO,NO
DETENIDO,Ingevec,Froilan Roa,La Florida,Froilan Roa 5780,Inmediata,Ingevec,B,"4,00%","2,00%",0% a la promesa / 4% a la escritura,SI,"10,00%","3,00%","2,00%","0,00%",36,0,"0,00%",36,"5,00%",18,"3,00%",UF2.997,$0,$163.586,$196.304,$ 100.000,N/A,SI,"10% Bono Pie
2% Upfront
3% Cuoton 18 Cuotas con TC
El 5% restante se puede pagar con credito directo.

Todos los dptos pueden optar a  estacionamiento y bodega

Bono pie NO APLICA para estacionamientos y bodegas.
(seleccionar esta opcion en webcil)
","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [250 - 290],UF [24 - 171],NO,NO
DETENIDO,Ingevec,Grajales,Santiago,Grajales 2051,Inmediata,,B,"4,00%","2,00%",0% a la promesa / 4% a la escritura,SI,"15,00%","2,00%","3,00%","5,00%",18,0,"0,00%",18,"2,00%",0,"0,00%",UF3.221,$0,$140.650,$0,$ 100.000,N/A,SI,"

Descuentos ya aplicados al precio de lista


Up Front del 5% DEBE pagarse de la siguiente forma:
3% contado y 2% con TC hasta en 18 cuotas sin interés


Todos los dptos pueden optar a estacionamiento y bodega

Bono pie NO APLICA para estacionamientos y bodegas.
(seleccionar esta opcion en webcil)
","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",,,,NO
DETENIDO,Ingevec,Icono,La Cisterna,José Ureta 417,Inmediata,,B,"4,00%","2,00%",0% a la promesa / 4% a la escritura,SI,"15,00%","2,00%","3,00%","5,00%",18,0,,18,,,,UF2.366,$0,$0,$0,$ 100.000,N/A,SI,"

Descuentos ya aplicados al precio de lista


Up Front del 5% DEBE pagarse de la siguiente forma:
3% contado y 2% con TC hasta en 18 cuotas sin interés


Todos los dptos pueden optar a  estacionamiento y bodega

Bono pie NO APLICA para estacionamientos y bodegas.
(seleccionar esta opcion en webcil)
","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",,,,NO
OK,Ingevec,Los Alerces,Ñuñoa,Los Alerces 3254,Inmediata,Ingevec,B,"4,00%","2,00%",0% a la promesa / 4% a la escritura,SI,"10,00%","7,00%","3,00%","0,00%",36,0,"0,00%",36,"5,00%",18,"2,00%",UF3.490,$0,$190.496,$152.397,$ 100.000,N/A,SI,"Up Front del 3% 
2% con TC hasta en 18 cuotas sin interés (Cuotas paralelas)

Pie del 5% con credito directo hasta 36 cuotas 

Todos los dptos pueden optar a estacionamiento y bodega.

Bono pie NO APLICA para estacionamientos y bodegas.
(seleccionar esta opcion en webcil)
","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [196 - 450],"UF [55 - 85]
Pocas unidades",NO,NO
OK,Ingevec,Los Lilenes,La Florida,Vicuña Mackenna Pte. 6988,1S2029,Ingevec,B,"3,00%","1,50%",N/A,SI,"7,00%","15,00%","0,00%","0,00%",75,39,"8,00%",36,"5,00%",0,"0,00%",UF3.194,$257.486,$174.339,$0,$100.000,N/A,SI,"7% Bono Pie

8% antes de entrega
5% Credito directo","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF 155 - 405,UF 53-148,NO,NO
OK,Ingevec,Nueva Esmeralda,La Cisterna,Ermeralda 6540,1S2029,Ingevec,,,,N/A,SI,"13,00%","7,00%","0,00%","0,00%",46,22,"3,50%",24,"3,50%",,"3,50%",,$0,$0,$0,$100.000,N/A,SI,"13% Bono pie

3,5% antes de esntrega
3,5% credito ditecto hasta 24 cuotas

Secundarios: sim restriccion. ","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF 240,UF 38-125,NO,
DETENIDO,Ingevec,Santa Isabel,Santiago,Santa Isabel 360,Inmediata,Ingevec,B,"4,00%","2,00%",0% a la promesa / 4% a la escritura,SI,"15,00%","3,00%","2,00%","0,00%",0,0,"0,00%",0,"0,00%",18,"3,00%",UF3.134,$0,$0,$205.277,$ 100.000,N/A,SI,"15% Bono Pie

2% contado 
3% con TC hasta en 18 cuotas sin interés (Cuotas paralelas)
El 5% restante se puede pagar con credito directo.

Todos los dptos pueden optar a estacionamiento y bodega.

Bono pie NO APLICA para estacionamientos y bodegas.
(seleccionar esta opcion en webcil)
","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [250 - 450],UF [40 - 94],NO,NO
OK,Ingevec,Santa Rosa,Santiago,Santa Rosa 250,Inmediata,Ingevec,B,"4,00%","2,00%",0% a la promesa / 4% a la escritura,SI,"10,00%","7,00%","3,00%","0,00%",0,0,"0,00%",0,"0,00%",18,"2,00%",UF4.175,$0,$0,$182.308,$ 100.000,N/A,SI,"10% Bono Pie

3% contado 
2% con TC hasta en 18 cuotas sin interés (Cuotas paralelas)
El 5% restante se puede pagar con credito directo.

Todos los dptos pueden optar a  estacionamiento y bodega.

Bono pie NO APLICA para estacionamientos y bodegas.
(seleccionar esta opcion en webcil)
","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [400 - 440],"UF [115 - 133,33]",NO,NO
DETENIDO,Ingevec,Santos Ossa,Antofagasta,Copiapó 801,Inmediata,Ingevec,B,"4,00%","2,00%",0% a la promesa / 4% a la escritura,SI,"15,00%","5,00%","0,00%","0,00%",36,0,"0,00%",36,"5,00%",0,"0,00%",UF4.613,$0,$251.793,$0,$ 100.000,GiftCard $500.000,SI,"

Bono 15%

Pie del 5% con credito directo

Todos los dptos pueden optar a  estacionamiento y bodega

NO APLICA DESCUENTOS DFL2","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF 310 Pocas unidades,No quedan,NO,NO
OK,Ingevec,Tocornal,Santiago,Manuel Antonio Tocornal 670,Inmediata,Ingevec,B,"4,00%","2,00%",0% a la promesa / 4% a la escritura,SI,"13,00%","2,00%","0,00%","0,00%",0,0,"0,00%",0,"0,00%",18,"2,00%",UF2.490,$0,$0,$108.730,$ 100.000,N/A,SI,"
13% Bono Pie
2% Cuoton

El 5% restante se puede pagar con credito directo.

Todos los dptos deben sumar estacionamiento y bodega

Bono pie NO APLICA para estacionamientos y bodegas.
(seleccionar esta opcion en webcil)
","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [400 - 459],UF [74 - 138],NO,NO
OK,Ingevec,Valle Los Ingleses,Valparaiso,Camino los Ingleses 715,Inmediata,Ingevec,B,"4,00%","2,00%",0% a la promesa / 4% a la escritura,SI,"20,00%","0,00%","0,00%","0,00%",0,0,"0,00%",0,"0,00%",0,"0,00%",UF4.011,$0,$0,$0,$ 100.000,N/A,SI,"20% Bono Pie

Todos los dptos pueden optar a  estacionamiento y bodega

Bono pie NO APLICA para estacionamientos y bodegas.
(seleccionar esta opcion en webcil)

*NO APLICA DFL2*","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [300 - 390],UF [69 - 205],NO,NO
OK,Ingevec,Vicuña 1796 ( Ñuble),Ñuñoa,Av. Vicuña Mackenna 1796,Inmediata,Ingevec,B,"4,00%","2,00%",0% a la promesa / 4% a la escritura,SI,"10,00%","7,00%","3,00%","0,00%",36,0,"0,00%",36,"5,00%",18,"2,00%",UF3.670,$0,$200.321,$160.257,$ 100.000,N/A,SI,"10% Bono Pie

Upfront de 3%
2% cuotón TC en 18 cuotas (Cuotas paralelas)
Pie del 5% con credito directo hasta 36 cuotas 

Todos pueden optar a estacionamiento y bodega.

Bono pie NO APLICA para estacionamientos y bodegas.
(seleccionar esta opcion en webcil)
","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [390-430],UF [52 - 118],NO,NO
OK,Ingevec,Vicuña 7589 ( etapa 2),La Florida,Vicuña Mackenna 7589,2S2027,Ingevec,B,"3,00%","1,50%",N/A,SI,"9,00%","18,00%","0,00%","0,00%",29,29,"6,00%",0,"0,00%",36,"5,00%",UF3.126,$254.176,$0,$170.628,$ 100.000,N/A,SI,"9% con bono pie
6% de Pie antes de entrega con TOKU 15
5% de Pie despues de entrega con crédito directo 

Todos los dptos deben sumar estacionamiento y bodega
","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [380 - 390],UF [88 - 246],NO,NO
